Pesel;Nazwisko;Imie;Plec;Wiek
p09250609487;Sydor;Katarzyna;dziewczynka;3
p09290410207;Sykucka;Agata;dziewczynka;3
p09290203340;Sykula;Zuzanna;dziewczynka;3
p09231604939;Sykus ;Dominik;chlopiec;3
p09282804012;Synakiewicz;Dorian;chlopiec;3
p09321905469;Syrewicz;Antonina;dziewczynka;3
p09303005127;Szalinska;Amelia;dziewczynka;3
p09260903667;Szalucha;Wiktoria;dziewczynka;3
p09280504266;Szamotulska;Michalina;dziewczynka;3
p09222603677;Szarmach;Mikolaj;chlopiec;3
p09300405166;Szczepanska;Agnieszka;dziewczynka;3
p09230608989;Szczepanska;Daria;dziewczynka;3
p09212001092;Szczepanski;Bartosz;chlopiec;3
p09270606462;Szczepkowska;Barbara;dziewczynka;3
p09252002011;Szczerba;Jakub;chlopiec;3
p09270603711;Szczerkowski ;Konrad;chlopiec;3
p09280407750;Szczech;Tymoteusz;chlopiec;3
p09241804545;Szczot;Maja;dziewczynka;3
p09212212793;Szczotko;Igor;chlopiec;3
p09282902185;Szczucka;Emilia;dziewczynka;3
p09260903971;Szczucki;Kacper;chlopiec;3
p09302400671;Szczukowski;Grzegorz;chlopiec;3
p09231803109;Szczupakowska;Oliwia;dziewczynka;3
p09281603902;Szczygielska;Aleksandra;dziewczynka;3
p09312003851;Szczygiel;Artur;chlopiec;3
p09280206519;Szczypinski;Franciszek;chlopiec;3
p09253000476;Szczypinski;Klaudiusz;chlopiec;3
p09311103378;Szefler;Michal;chlopiec;3
p09283100322;Szlagowska;Amelia;dziewczynka;3
p09250605360;Szlagowska;Kalina;dziewczynka;3
p09291901773;Szlesinger;Tymoteusz;chlopiec;3
p09290800226;Szlosowska;Weronika;dziewczynka;3
p09222804801;Szloinska;Zuzanna;dziewczynka;3
p09251109573;Szmagala;Aleksander;chlopiec;3
p09212103398;Szmagala;Tomasz;chlopiec;3
p09302100793;Szmanda;Gabriel;chlopiec;3
p09260505760;Szmitowska;Anna;dziewczynka;3
p09241306238;Szmon;Oskar;chlopiec;3
p09290902881;Szmurlo;Adrianna;dziewczynka;3
p09260505630;Szmyt;Kuba;chlopiec;3
p09281301190;Szmyt;Mateusz;chlopiec;3
p09231210763;Szot;Aleksandra;dziewczynka;3
p09211601354;Szot;Kamil;chlopiec;3
p09271401110;Szot;Szymon;chlopiec;3
p09241203382;Szramka;Dominika;dziewczynka;3
p09321600661;Sztajkowska;Natalia;dziewczynka;3
p09282902352;Szubert;Konrad;chlopiec;3
p09251211759;Szulc;Aleksander;chlopiec;3
p09261708773;Szulc;Kacper;chlopiec;3
p09251507968;Szulc;Zuzanna;dziewczynka;3
p09272201849;Szulecka;Hanna;dziewczynka;3
p09270603759;Szulga;Mikolaj;chlopiec;3
p09250611468;Szulist;Joanna;dziewczynka;3
p09250809078;Szumigaj;Jan;chlopiec;3
p09221900751;Szwarc;Michal;chlopiec;3
p09291001640;Szwonka;Natalia;dziewczynka;3
p09311000989;Szyca;Julia;dziewczynka;3
p09250713122;Szyca;Martyna;dziewczynka;3
p09260406467;Szyller;Paulina;dziewczynka;3
p09261808138;Szylejko;Mateusz;chlopiec;3
p09220801909;Szymanska;Sandra;dziewczynka;3
p09280306592;Szymanski;Antoni;chlopiec;3
p09271407666;Szymczak;Lena;dziewczynka;3
p09263003661;Szymikowska;Marta;dziewczynka;3
p09302502366;Szyntar;Martyna;dziewczynka;3
p09242105058;Szyplinski;Adam;chlopiec;3
p09262900136;Szyposzynski;Jakub;chlopiec;3
p09231208409;Scibisz;Inez;dziewczynka;3
p09212306913;Scibiwolk;Oskar;chlopiec;3
p09262407886;Sciepuro;Marta;dziewczynka;3
p09261807861;Slimak;Julia;dziewczynka;3
p09213001015;Swiader;Mikolaj;chlopiec;3
p09261504522;Swiader;Wiktoria;dziewczynka;3
p09310500954;Swiatek;Jakub;chlopiec;3
p09292210119;Swiatek;Karol;chlopiec;3
p09261011442;Swiatek;Ksenia;dziewczynka;3
p09231606665;Swiniarska;Antonina;dziewczynka;3
p09310306673;Tamiola;Pawel;chlopiec;3
p09210111032;Taraszkiewicz;Oskar;chlopiec;3
p09220103971;Tarchalski;Adam;chlopiec;3
p09311402057;Tarczewski;Kacper;chlopiec;3
p09233003743;Tarkowska;Malgorzata;dziewczynka;3
p09302010805;Tarulewicz;Agata;dziewczynka;3
p09292502287;Tatarowicz;Inka;dziewczynka;3
p09211203846;Tatkowska;Sara;dziewczynka;3
p09302906092;Tercjak;Jan;chlopiec;3
p09301603891;Toczek;Marcel;chlopiec;3
p09272500689;Toczynska ;Klara;dziewczynka;3
p09292211486;Tokarska;Marianna;dziewczynka;3
p09241607872;Tokarski;Mateusz;chlopiec;3
p09222100402;Tomanek;Hanna;dziewczynka;3
p09272701745;Tomaszewska;Zuzanna;dziewczynka;3
p09281903491;Tomaszewski;Eryk;chlopiec;3
p09232001834;Tomaszewski;Filip;chlopiec;3
p09243004769;Tomaszkiewicz;Karolina;dziewczynka;3
p09312505797;Tomczak;Maksymilian;chlopiec;3
p09292010740;Treder;Agnieszka;dziewczynka;3
p09312801053;Trojan;Jakub;chlopiec;3
p09290703499;Trojanowicz;Sebastian;chlopiec;3
p09271100668;Trojanowska;Nadia;dziewczynka;3
p09290411017;Trojanowski;Szymon;chlopiec;3
p09282301199;Trojanczyk;Antoni;chlopiec;3
p09220213131;Trusinski;Aleksander;chlopiec;3
p09261604109;Truszkowska;Katarzyna;dziewczynka;3
p09261907677;Truszkowski;Pawel;chlopiec;3
p09242100657;Trzcinski;Mateusz;chlopiec;3
p09260505890;Trzcionkowski;Kacper;chlopiec;3
p09261307545;Trzebiatowska;Alicja;dziewczynka;3
p09222405903;Trzebiatowska;Maja;dziewczynka;3
p09322909004;Tyczynska;Maria;dziewczynka;3
p09273003815;Tymburski-Lizak;Marcel;chlopiec;3
p09231404362;Ujazdowska;Laura;dziewczynka;3
p09283104975;Ukomski;Oliwier;chlopiec;3
p09272701806;Ulatowska;Alicja;dziewczynka;3
p09241805850;Ulewicz;Oliwier;chlopiec;3
p09250811998;Ulinski;Szymon;chlopiec;3
p09211002483;Ulwan;Maja;dziewczynka;3
p09240408412;Urban;Aleksander;chlopiec;3
p09310403981;Urbanska;Zosia;dziewczynka;3
p09260703816;Urbanski;Antoni;chlopiec;3
p09291708714;Urbanski;Jakub;chlopiec;3
p09320805739;Urbanski;Oskar;chlopiec;3
p09261500504;Ustowska;Maja;dziewczynka;3
p09280702299;Wachowski;Damian;chlopiec;3
p09210304173;Waczynski;Mateusz;chlopiec;3
p09270712222;Wakula;Anastazja;dziewczynka;3
p09271606973;Walania;Julian;chlopiec;3
p09261810553;Walczak;Jakub;chlopiec;3
p09221502205;Walczak;Weronika;dziewczynka;3
p09250301815;Walczyk;Oskar;chlopiec;3
p09300803766;Walewska;Lucyna;dziewczynka;3
p09312401376;Waldowski;Mikolaj;chlopiec;3
p09221301378;Walega;Aleksander;chlopiec;3
p09232700351;Warecki;Michal;chlopiec;3
p09242105034;Warecki;Simeone;chlopiec;3
p09211705652;Wasilewski;Tymoteusz;chlopiec;3
p09322504650;Wasiluk;Remigiusz;chlopiec;3
p09322605320;Wenta;Karolina;dziewczynka;3
p09270802585;Wenta;Natalia;dziewczynka;3
p09282201383;Wentland;Michalina;dziewczynka;3
p09251406595;Werbinski;Kajetan;chlopiec;3
p09271708866;Weryk;Antonina;dziewczynka;3
p09250511331;Westphal;Piotr;chlopiec;3
p09291300480;Weydmann;Zuzanna;dziewczynka;3
p09301105218;Wedzik;Szymon;chlopiec;3
p09292506670;Wegielnik;Igor;chlopiec;3
p09281805533;Wiatrowicz;Pawel;chlopiec;3
p09280700716;Wichowicz;Krystian;chlopiec;3
p09302602400;Wicka;Adriana;dziewczynka;3
p09261011619;Widelski;Franciszek;chlopiec;3
p09283006147;Wieczorek ;Kinga;dziewczynka;3
p09252804897;Wieruszewski;Ksawery;chlopiec;3
p09250806495;Wilk;Mateusz;chlopiec;3
p09291410138;Wilkowski;Eryk;chlopiec;3
p09280500132;Wilma;Mateusz;chlopiec;3
p09312804285;Wiloch;Liliana;dziewczynka;3
p09282803936;Wincek;Filip;chlopiec;3
p09280300725;Wincek;Julia;dziewczynka;3
p09231402742;Wincek;Zuzanna;dziewczynka;3
p09320505837;Winiarski;Jakub;chlopiec;3
p09282705139;Winiarski;Kacper;chlopiec;3
p09282400584;Winiecka;Zuzanna;dziewczynka;3
p09252205087;Winkler;Amelia;dziewczynka;3
p09313003584;Winnicka;Iga;dziewczynka;3
p09230400109;Winniczuk;Agata;dziewczynka;3
p09290210555;Winski;Dawid;chlopiec;3
p09222504701;Wirbal;Natalia;dziewczynka;3
p09230706595;Wisinski;Filip;chlopiec;3
p09261703099;Wiszniewski;Jan;chlopiec;3
p09212010438;Wisniewki;Konrad;chlopiec;3
p09272803997;Wisniewki;Sebastian;chlopiec;3
p09301303289;Wisniewska;Dorota;dziewczynka;3
p09241302609;Wisniewska;Emilia;dziewczynka;3
p09292000426;Wisniewska;Julia;dziewczynka;3
p09271311543;Wisniewska;Maja;dziewczynka;3
p09210809081;Wisniewska;Oliwia;dziewczynka;3
p09220305724;Wisniewska;Zuzanna;dziewczynka;3
p09310602182;Wisniewska;Zuzanna;dziewczynka;3
p09231406258;Wisniewski;Jakub;chlopiec;3
p09261201696;Wisniewski;Michal;chlopiec;3
p09261101811;Wisniewski;Tymon;chlopiec;3
p09210409205;Witczak;Amelia;dziewczynka;3
p09210403261;Witczak;Paulina;dziewczynka;3
p09251210543;Wojciechowska;Matylda;dziewczynka;3
p09311906698;Wojciechowski;Antoni;chlopiec;3
p09271706352;Wojciechowski;Igor;chlopiec;3
p09240207653;Wojda;Krzysztof;chlopiec;3
p09241306214;Wojewodzki;Stanislaw;chlopiec;3
p09251605765;Wojnarowska;Natalia;dziewczynka;3
p09260706222;Wojnicka;Wiktoria;dziewczynka;3
p09322406617;Wojnicki;Marcin;chlopiec;3
p09242407884;Wojnicz;Paulina;dziewczynka;3
p09312304464;Wojniusz;Martyna;dziewczynka;3
p09320104395;Wolff;Kasjan;chlopiec;3
p09211909599;Woszuk;Michal;chlopiec;3
p09302310066;Wozniak;Pola;dziewczynka;3
p09301702521;Wrona;Hanna;dziewczynka;3
p09262602069;Wronska;Aleksandra;dziewczynka;3
p09261002952;Wrobel;Julian;chlopiec;3
p09310310472;Wrobel;Stanislaw;chlopiec;3
p09301400528;Wroblewska;Weronika;dziewczynka;3
p09302100946;Wyrzykowska;Julia;dziewczynka;3
p09240705359;Wyrzykowski;Ignacy;chlopiec;3
p09222302675;Wyrzykowski;Jan;chlopiec;3
p09250909228;Wysinska;Zofia;dziewczynka;3
p09210706999;Wysinski;Mateusz;chlopiec;3
p09320203124;Wyskocka;Lena;dziewczynka;3
p09212308021;Wysocka;Julia;dziewczynka;3
p09310104752;Wysokinski;Filip;chlopiec;3
p09252701798;Wyszecki;Mateusz;chlopiec;3
p09282108307;Wyszomirska;Aleksandra;dziewczynka;3
p09312704691;Zabrocki;Piotr;chlopiec;3
p09262104226;Zacharewicz;Lena;dziewczynka;3
p09220507430;Zacharewicz ;Marcin;chlopiec;3
p09250600839;Zachariasz;Adam;chlopiec;3
p09272301471;Zagdanski;Filip;chlopiec;3
p09310208166;Zagierska;Milena;dziewczynka;3
p09310906064;Zajac;Aleksandra;dziewczynka;3
p09250409384;Zajac;Michalina;dziewczynka;3
p09252303532;Zajac;Pawel;chlopiec;3
p09300807371;Zajac;Szymon;chlopiec;3
p09232105415;Zajac;Tomasz;chlopiec;3
p09212402206;Zakrzewska;Milena;dziewczynka;3
p09312902624;Zakrzewska;Rozalia;dziewczynka;3
p09222105490;Zalewski;Franciszek;chlopiec;3
p09310909562;Zaleska;Emilia;dziewczynka;3
p09232301705;Zapasnik;Olga;dziewczynka;3
p09271600526;Zaremba;Maja;dziewczynka;3
p09252002165;Zawadzka;Lucja;dziewczynka;3
p09310607323;Zawadzka;Natalia;dziewczynka;3
p09323100848;Zawisza;Hanna;dziewczynka;3
p09251208517;Zawislak;Jakub;chlopiec;3
p09262704303;Zawodniak;Tatiana;dziewczynka;3
p09262701164;Zbanyszek;Alicja;dziewczynka;3
p09213000991;Zdanowski;Antoni;chlopiec;3
p09243005319;Zdanski;Mateusz;chlopiec;3
p09243005272;Zdolny;Patryk;chlopiec;3
p09211509836;Ziarko;Roch;chlopiec;3
p09270306768;Zielinska;Zuzanna;dziewczynka;3
p09290402404;Zielinska;Hanna;dziewczynka;3
p09320101620;Zielinska;Zofia;dziewczynka;3
p09280700693;Zielinski;Adam;chlopiec;3
p09310908592;Zielinski;Bartosz;chlopiec;3
p09290203401;Zieba;Katarzyna;dziewczynka;3
p09271705344;Zieba;Zofia;dziewczynka;3
p09250512134;Zietowski;Dawid;chlopiec;3
p09292804815;Zima;Eryk;chlopiec;3
p09262609813;Zimerman;Leon;chlopiec;3
p09281210904;Zimna;Zuzanna;dziewczynka;3
p09252502825;Zimnicka;Maja;dziewczynka;3
p09242505308;Zimniewicz;Kinga;dziewczynka;3
p09240600180;Zimny;Lena;dziewczynka;3
p09302300940;Zimon;Oliwia;dziewczynka;3
p09251908752;Ziolko;Michal;chlopiec;3
p09290802846;Ziolkowska;Karolina;dziewczynka;3
p09240504026;Ziolkowska ;Zofia;dziewczynka;3
p09320809412;Ziolkowski;Mikolaj;chlopiec;3
p09270810630;Ziolkowski;Pawel;chlopiec;3
p09251704976;Ziolkowski ;Grzegorz;chlopiec;3
p09291001626;Zirra;Olimpia;dziewczynka;3
p09323103797;Zitterman;Aleksander;chlopiec;3
p09320200961;Znyk;Kinga;dziewczynka;3
p09302106409;Zwolinska;Magdalena;dziewczynka;3
p09262304442;Zwolinska;Pola;dziewczynka;3
p09290609238;Zwolinski;Mateusz;chlopiec;3
p09270703671;Zwolinski ;Jan;chlopiec;3
p09231403194;Zyga;Dorian;chlopiec;3
p09240204483;Zygmunt;Jagoda;dziewczynka;3
p09211002896;Zygmunt;Milosz;chlopiec;3
p09321407220;Zak;Natalia;dziewczynka;3
p09240807297;Zebrowski ;Bartosz;chlopiec;3
p09290600772;Zeludkowski;Ignacy;chlopiec;3
p09230901044;Zemojtel;Dominika;dziewczynka;3
p09291101531;Zemojtel;Krzysztof;chlopiec;3
p09240105012;Zenni;Filip;chlopiec;3
p09281208626;Zmuda;Amelia;dziewczynka;3
p09213007141;Zolnowska;Alicja;dziewczynka;3
p09301600195;Zoltowski;Szymon;chlopiec;3
p09261003465;Zuchowska;Dominika;dziewczynka;3
p09242202908;Zuchowska;Laura;dziewczynka;3
p09291713118;Zuk;Maksymilian;chlopiec;3
p09210401085;Zuk;Oliwia;dziewczynka;3
p09310804911;Zurek;Igor;chlopiec;3
p09240803699;Zurowski;Nikodem;chlopiec;3
p09310101940;Zybort;Julia;dziewczynka;3
p09240307278;Zylak;Milosz;chlopiec;3
p09262204605;Zyluk;Nikola;dziewczynka;3
p09303005141;Zyla;Zuzanna;dziewczynka;3
